"Country","City","Company Name","Address","Phone","Website","Email","Error"
"china","shenzhen","SHENZHEN DEKAI INTERNATIONAL FREIGHT FORWARDING CO...","1805, No. 2095, Bixin Road (Longgang section), Nanlian community, Longgang street, Longgang Dis...","+86-755-8921 6515 Ext 816","www.dksailing.com/en/","sales38@dksailing.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","AIR PLUS LOGISTICS LIMITED","RM 1123-1125,block a, rongchuangzhihui building, intersection of Longsheng Road and Jinglong Ji...","+86 755-8266 6276","www.airpluslog.com","ovs18@airpluslog.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN NINE-BIZ INTERNATIONAL LOGISTICS CO., LTD...","1325, Solar Silicon Valley Building, Yun Feng load, Dalang Street, Longhua Distrct, Shenzhen, C...","+86 188 0267 6454","www.nine-bizlogistics.com/en/","adam@nine-bizlogistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","OLA GROUPS LOGISTICS CO., LTD","Room 807, Cyber Times tower A, Tianan Cyber Park, Futian, Shenzhen, China","+86 (0)755 3308 7328","www.olagroups.com/","sarahchen@olagroups.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN HUATAI SUPPLY CHAIN CO., LTD","Room 610-611, Weidonglong Business Building B, Longhua Main Road, Longhua District, Shenzhen, C...","+86 132 1139 2586","www.huataisc.com/","sales02@huataisc.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ECEXPRESS (SHANGHAI) CO., LTD (SHENZHEN BRANCH)","Room 409 - 415, Xinghua Building, No.1007 Banxuegang Road, Longgang, Shenzhen, China","+86 181 2076 4780","en.ecexpress.com.cn/","prodmng@ecexpress.com.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","M AND W SHIPPING  LIMITED (MULTI-WELL CHINA LTD)","Rm 608, Guangshen Bldg., 2023, Shennan East Road, Shenzhen, Guang Dong, China","+86 (0)755-2227 4504","www.mandwshipping.com","1060433564@qq.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ECBEC LTD","Unit 801, A Block, Datang Shidai Building, 2203 Meilong Road, LongHua District, ShenZhen Cicy, ...","+86 (0)755-2373 7234","ecbecs.com/","bdd03@ecbecs.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","MRF INTERNATIONAL FORWARDING CO., LTD.","Rm. 6035-55/7031-33, East Side of City Square, Jiabin Rd., Luo Hu Dist., Shenzhen, China","+86 755 2216 3586","www.mrflogistics.com","flora_szx@mrflogistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","CORWIN INTERNATIONAL LOGISTICS CO., LTD.","9F, Overseas Friendship Building, No.12 Yingchun Road, Shenzhen, Guangdong, R.P. China 51800","+86 (0)755 8831 7335","www.corwin.com.cn","ann@corwin.com.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN LINGO SUPPLY CHAIN MANAGEMENT CO., LTD.","311,Yueyun Building No.1001m Wenjin South Road, Nanhu Street, Luohu district,Shenzhen,Guangdong...","+86-0755-25423507","lingo-scm.com/","sales09@lingo-scm.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SINOSTA LOGISTICS CO. LTD. - SHENZHEN BRANCH","1-1, Floor 1, No.1, 4 Xiang, Xiantian area 1, Cuigang xi Rd., Huaide, Fuyong, Bao'an, Chin...","+86-755 8615 6582","www.sinosta.com","international@sinosta.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","CATHAY GLOBAL LOGISTIC., LTD.","Rm 5078, Dongbian Business Building, MingZhi Road, Longhua district, Shenzhen, China","+86 (0)755 8525 8473","www.cglogistic.com/en/","sales1@cglogistic.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","FREIGHT SOLUTION LIMITED","No. 1002 Shennan East Road, Huang Bei Str, Luohu District, Shenzhen, China","+86 131 6991 4310","myfreightsolution.com/","info@myfreightsolution.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","COOLBOX FREIGHT SERVICE CO., LTD.","Room 2311, Longnian Square, Longgang District, Shenzhen, China","+86075582028816","www.coolbox-freight.com/","linkin@coolbox-freight.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","HOLA INTL SOURCING LOGISTICS CO., LTD.","Rm FG, Floor 24th, TaiYangDao Building, South Dongment Road, Shenzhen, China","+86(0)755-8261 7327","www.holaintl.com","dnaiel@holaintl.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","TRIMAN SHIPPING CO., LTD.","Section A/B/C, 27/F, Block A, Guanghao International Center, Longhua District, Shenzhen, China","+86-0755-8326 2489","www.trimanshipping.com","sak@trimanshipping.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SUPERLINK LOGISTICS","14A1-A2, Block A, Taipingyang, Commercial & Trade buiding No.4028, Jiabing Road, Luohu Dist...","+86 (0755) 3293 5939","www.superlinklogistics.com","tm10.szx@sll.com.hk","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","GLOBE SUCCESS INTERNATIONAL TRANSPORTATION (SHENZH...","22F, Zhongmin Time Square, SunGang East Road, Shenzhen, China","+86 771 2367797","www.globesuccess.com.cn","revy@globesuccess.com.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","CITY OCEAN LOGISTICS CO.,LTD","22F., A Bldg., Aerospace Skyscraper, No. 4019 Shennan Road, Futian District, Shenzhen, China 51...","+86 020 8523 8713","www.cityocean.com","carriezhu@cityocean.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","G-HARMOSPERITY CO., LIMITED.","Room 3027, Section B, Xiangnan Ruifeng Business Center, No. 22, Guimiao Road, Nanshan District,...","(+86) 755 8657 1709 ext. 808","www.g-harmosperity.com","thomas@g-harmosperity.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN KAPOKLOG LOGISTICS CO, LTD.","2/F, Lianchenglianhe Building, No. 1005 Chunfeng Road, Luohu District, Shenzhen, China","+86 (0)755 2510 7332","www.kapoklog.com","rain.song@kapoklog.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ENJOY LOGISTIC GROUP CO., LTD.","2303-2304, 1-Block, C-Buiding, Vanke Central Plaza, Central Avenue, Longgang District, Shenzhen...","+86 755 8456 5693","www.enjoylogistic.com","sales10@enjoylogistic.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SOUTH PACIFIC LOGISTICS CO., LTD. (SLOGC)","#1601 Main Building, Shunhing Square, 5002 Shennan Dong Road, Guiyan Street, Luo Hu Dist., Shen...","+86 (0)755 2296 7841","www.slogc.com","lucia06y@sina.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","DOWIN SUPPLY CHAIN MANAGEMENT","Room 17B Hubei Building NO.9003 Binhe Road, Futian District, Shenzhen, China","+86-755-8218 0480","www.dowin.cc","flora@dowinline.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN GOLDEN SHIPPING CO., LTD.","Room 13AB, Building A2, Zhujiang Plaza, No. 9009, Longxiang Avenue. Longgang, Shenzhen, Guangdo...","+(86)755 8455 1417","www.szgolden-shipping.com","stacey@szgolden-shipping.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","CHEETAH INTL LOGISTICS SHENZHEN LTD.","Room 2320,Haikang Building, East road Meiling Street, Futian District, Shenzhen, China","","www.cheetahlogistics.cn","alice.chow@cheetahlogistics.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","QHI LOGISTICS CO., LTD","#2614, ShenHua Commercial Bldg, LuoHu Dist, ShenZhen, China 518000","+86 755 3309 0097","www.qhi-logistics.com","eddychi1030@hotmail.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN YHF INTERNATIONAL TRANSPOTATION CO., LTD","Room 801A, 1st Bulding, Fantasia Mic Plaza, Nanhai Ave., Nanshan District, Shenzhen City, Guang...","+86 (0)755 2398 5681","www.yhf-shipping.com","sales01@yhf-shipping.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","WINCO LOGISTICS CO., LTD","601, Building C5, Zhonghao New Town, Bantian Street, Shenzhen City, Guangdong Province, China","+86 755 2889 6915","www.wincologistics.com","mng@wincologistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN KEYTONG, ONLINE FREIGHT BOOKING PLATFORM","RM503, Building C, Xanadu Creative Park, Pingshan Road 1st, Nanshan District, Shenzhen, China","+86 400 090 0956","www.keytong.com","zhujieling@xiuex.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN KINGONE INTERNATIONAL LOGISTIC","Block G, Floor 27, Huaduyan Building, No. 3002, Dongmen South Rd, Luohu District, Shenzhen, Chi...","+86 (0)755-22654079","www.kingone-logistics.com","mingli@sz-kingone.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","GLOBAL LINK LOGISTICS CO. LTD.","Room 33D-E, Tower B, HongLong Century Plaza, East Shennan Road, Shenzhen, P.R.China","+86 0755-8214 6612","www.globallink.cn/","cs12@globallink.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN ESENG INTERNATIONAL CO., LTD","Rm 1001, Unit 1, Wonderful Life 1st., Bldg. No 4 Donghi Road,Yantian, Shenzhen, China","+86 130 6871 7616","www.esengco.com","sales@esengco.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","FIC-LOGISTICS GROUP CO., LTD.","Rm 1108, Yicui Building, 1058 Cuizhu Road, Luohu, Shenzhen, Guangdong, 518020 China","+8675582373633","www.fic-logistics.com/","ficlogistics@yahoo.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","JADE CARGO LINE CO., LTD. - JCL","Room 1708, Qing'an Road, Nanhu Road, Luohu District, Shenzhen, Guangdong, 518000 China","+86 755 2322 7775","www.jcl-jcl.com","szx@jcl-jcl.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN LONG TERM INTERNATIONAL LOGISTIC CO.,LTD....","Room1117, 11 floor, A building, Li Wan building, # 0101 Qianhai Road, Nanshan District, Shenzhe...","+86 0755-26646515","www.longtermlogistic.com","sale2@longtermlogistic.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN T-OCEAN LOGISTICS CO., LTD","Room H.I.J, 15/F., Shangbu Building, No.68 Nanyuan Rd., Futian district, Shenzhen, Guangdong, C...","+86-755-23525666","www.t-ocean.com/","oscar@t-ocean.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","GREATSHIP INTERNATIONAL LIMITED","Rm 1418-1819,14/F, Cunjin Bldg.,  #3005 Dongmen Nan Road, Luohu Dist., Shenzhen, Guangdong, Chi...","+86 (0)755-22931456","great-ship.com/","echowong@great-ship.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ROSEN INTERNATIONAL LOGISTICS CO., LTD.","13F. Building B, lushan building, ChunFeng Road, Luohu Dist, Shenzhen City, Guangdong Province,...","","rosenlog.com","szmarket02@rosenlog.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN FUNZEAL INTERNATIONAL FREIGHT CO, LTD.","Block A Room 1804, Building New Sky CBC Business Center, No.2 street,Shixia north,Futian distri...","+86 0755 2541 5797","www.funzeal.com.cn","coast@funzeal.com.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","EVER TRANS MODERN LOGISTICS LIMITED","Qianhai Complex A201, Qianwan Road 1, Qianhai Shenzhen, Hong Kong Cooperation Zone, China","+86 755 86562737","www.e-transglobal.com","info@e-transglobal.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","HONOUR OCEAN INTERNATIONAL LOGISTICS (SHENZHEN) CO...","6/F, Xinghua Building, No 2017, Middle Shennan Road, Futian District, Shenzhen, China","+86 0755-82782829","www.honourocean.com","helen@honourocean.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN FODA INTERNATIONAL LOGISTICS CO,. LTD.","Rm 703, JiHao Bldg, No.3028 ShenNan Dong Rd., Luohu Dist, Shenzhen, P. R. China.","+86 755 3317 1649","www.fodahk.com/","keith@fodahk.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","WHALE LOGISTICS (SHANGHAI) CO., LTD. SHENZHEN BRAN...","Rm 1304-1305 Cunjin Blvd, 3005 Dongmen South Road, Luohu Dist., Shenzhen, Guangdong 518001, Chi...","86-755-83697766","www.whalelogistics.com/en/about_company.htm","mk5@whalesz.com.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","GARONE LOGISTICS CHINA LTD","Rm 15H-Block B, Central Avenue Mansion, No 2004 Baoyuan Road, Baoan, Shenzhen, Guangdong, China...","+86 15815522046","www.garonelogistics.com","sales11@garonelogistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN UNITED ATLANTA INTERNATIONAL TRANSPORTATI...","6H Noble Center, 3rd Road Fuzhong, Futian District, Shenzhen, 200120 China","+86-(0)755-82028816","www.united-atlanta.com/","linkinxu@united-atlanta.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","AIRSUPPLY INTERNATIONAL LOGISTICS GROUP LIMITED","23rd Floor, Building 13, South District, Baoneng Technology Park, No. 1 Qingxiang Road, Bantian...","+86 0755-3299 8842","www.air-supply.cn/","ivy.luo@air-supply.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN QUARTER LOGISTICS CO., LTD","B704, Zhongshun Building, 68 Industrial Road, Longhua New District, Shenzhen, Guangdong, China","+86 (0)8382 0927","www.quarterlog.cn","customer@quarterlog.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","MORNINGTON INTERNATIONAL FREIGHT CO.,","Rm. A1310-11, Regalia Place, Jiabin Rd, LuoHu District Shenzhen, Guangdong, China","+86(0)755-25884565","www.mton-log.com","overseas@mton-log.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","HANJIN GLOBAL LOGISTICS (SHZNEHN) CO., LTD","#24B, Building 2, China Phoenix Bldg., 2008 Sennan Road, Fuitan Dist., Shenzhen, Guangdong, Chi...","+86 (0)755-23982543","www.hanjinglobal.co.kr","szop06@hanjin.co.kr","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","AIRFAST FREIGHT SYSTEM LIMITED","Room1218, 12/F, Dong Ming Building,Min Kang Road, Long Hua District, Shenzhen, China","+86 755 8258 6353 ext 832","www.airfast.cn","csv2@airfast.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","FASTIC GLOBAL SHIPPING","2357D, 12F, LUOHU, HENZHEN","+86 (0)755 2777 0434","www.fasticgroup.com","fasticszx@163.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SUNWAY LOGISTICS CO. LTD.","Room 3009-3013, News Building, Shennan Road, Futian District, Shenzhen city, Guangdong province...","+86 (0)755-8209 6581","www.sunway-logistics.com","noahning@sunway-logistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","LONGSAIL INTERNATIONAL LOGISTICS CO. LTD","Floor 7, Wenhua Building West, Shennan East Road, Shenzhen, Guangdong, China 518002","+86-755-2512 3983","www.longsailing.net","mike.liu@longsailing.net","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","RACH-LINE SHIPPING CO., LTD.","Rm.1628 Wenjindu Customs, Masion,1006 Dongmen Road South, Luohu District, Shenzhen, Guangdong -...","+86 (0)755-66881918","www.rachline.com","elva@rachline.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN HMYT INTERNATIONAL LOGISTICS CO., LTD.","Rm 2507, HongGang Building, HongGang Road, LuoHu, Shenzhen, Guangdong, China","+86 (0)755 25832945","www.hmytsz.net/","mersey@hmytsz.net","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","MASTER UNION LOGISTICS","Rm 303-303A, 3/F, Shui Chan Building, No. 3131 Renmin North Road, Luohu District, Shenzhen, Chi...","+86 (0)755 8223 3411","www.masterunion.cn","oversea5@masterunion.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","BEST WIN INTERNATIONAL LOGISTICS CO., LIMITED","Rm 1602-03, Building B, Fortis Yuan 48, Baoan District, Shenzhen, China","(+86)755-6880 3218","www.bwi-logistics.com","yoyo@bwi-logistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ASB LOGISTICS CO., LTD","Room 2110-2111, 21th Floor, Hongchang Plaza, Shennan East Road  No. 2001, Shenzhen, China","+86 0755-25124345","www.asb-china.com","asbgroupsales817@asb-china.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","MICOCEAN INTERNATIONAL LOGISTICS (SHENZHEN) CO., L...","Room1103 Block B, JiHao building, No.1086 Shennan Road East, Luohu Dist, Shenzhen, China","+(86 755) 2599 4321","www.micocean.com","anna@micocean.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN DYHO SHIPPING CO., LTD.","Rm 12H. Baihe Yindu Maision, Buji, Shenzhen, Guangdong, China 518002","8675589532499","www.dyhogroup.com","sales6@dyhoshipping.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN GREAT LINK LOGISTICS CO, LTD","3004, 30F, Unit 5.The Pearl of The East, Longgang Centre, Longgang District, Shenzhen, China","+86-0755-89302090","www.greatlink.cc","booking@greatlink.cc","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","PATENT INTERNATIONAL LOGISTICS (SHEN ZHEN) CO.,LTD...","9/F, Excellence Times Plaza, 4068 Yitian Road, Futian CBD, China","+86 755 3322 6274","www.sz-patent.com","alastair@sz-patent.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","GLORY RISING LOGISTICS LTD.","Rm 17G, Baoan building, No.1002 Sungang East Road, Shenzhen, Guangdong, China","+86 075525479190","www.gloryrising.com","shipping@gloryrising.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","AAA-CHINA LTD","Rm 501, Dongle Bldg ,No.2019, Shennan East Road, Luohu District, Shenzhen, China","","www.aaalogisticsworld.com/","ivan1_china@yeah.net","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","FOREVER AIR & SEA INTERNATIONAL LTD.","Room 2602, Block A, Union Plaza, No.5022, Binhe Avenue, Futian District, Shenzhen 518000, China...","+86 0755-8326 6480","www.foreverairsea.com","sales11@foreverairsea.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN UNITOP LOGISTICS LTD","Room 2202/3, Huajia Plaza, Luohu District, Shenzhen, Guangdong, China","+86 136 8256 2344","www.unitoplogistics.com","sales25@chinaunitoplogistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","EAGLE TRANS LOGISTICS COMPANY LIMITED","Room 4C, Block E, Phase 1 San Xiang Hai Shang Garden, Nanshan District, Shenzhen, China","+86-755-25865659","www.eagletrans.com.hk","dorisz@eagletrans.com.hk","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","AGGIO GLOBAL LOGISTICS SHENZHEN CO., LTD.","703-704,Shen Kan Building, Shangbu Middle Road, Futian District, Shenzhen, Guangdong, China 518...","+86 (0)755 8837 0760","www.aggio-log.com","cs3@aggio-log.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","BOSMAR TRANS SHENZHEN LTD.","16 D1-A Block, Zhenye Building, 2014 Baoan South Road, Luohu Dist., Shenzhen, China","+86(0)755 8235 5053","www.bosmar.cn","rudy@bosmar.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","BLACK SEA INTERNATION LOGISTICS CO., LIMITED","Rm B1504, Blding Jihao, Rd. Shennan East, Luohu District, Shenzhen City, Guangdong Province, Ch...","0086 755 25520509","www.sz-bsil.com","blacksea03@sz-bsil.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","SHENZHEN SAILING LOGISTICS CO., LTD.","16A06 Jazz Building, Jiabin Road, Shenzhen, Guangdong, China","+86-755-66886100","www.sailinglogistics.com","louisa@sailinglogistics.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","HUNICORN FREIGHT SERVICE CO., LTD.","RM 2701, Jinlong Building, Caiwuwei, 139 Hongbao Road, Luohu, Shenzhen, China","+86 0755-25177982","www.cn-hunicorn.com","carol.li@cn-hunicorn.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","TRANSWORLD LOGSTIC","Tower B, Reith International, No.1002 Yanhe North Road,Luohu District, Shenzhen, P.R.China.","+86-755-25153311","www.tw-log.com","exh_yan@163.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","TOP UNIVERSE INTERNATIONAL LIMITED","Forune Building, Baoyuan Road, Xixiang, Baoan Dist., Shenzhen, Guangdong, China","+86 0755-33116159","www.topuniverseintl.com","sonia@topuniverseintl.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","FLITUP INTERNATIONAL CO., LTD.","Building A, Room 1209, Busha Road No.59,  Longgang District","+86-755-28467217","www.flitup-int.com","andy.lu@flitup-int.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","TRADEX GLOBAL LIMITED","8A, Haidian Bldg., Hioujinghaoyuan, 10 Kexing Road, Nanshan Dist., Shenzhen, Guangdong, China","+86(0)755-2696 6840","www.tradexglobal.cn","miranda@tradexglobal.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","ORIENTAL FREIGHT","24G, Block B, Honglong Century Plaza, 4002 Shennan East Road, Luohu District, Shenzhen 518000, ...","+86(0)755-3338 5987","www.orientalfreight.com","sales2@orientalfreight.com","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","EASY INTERNATIONAL LIMITED","Room 2211, Oriental Plaza, Shenzhen, China","+86 (0)755 8366 4765","www.easylogistics.cn","marketing01@easylogistics.cn","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","TIGER INTERNATIONAL SHIPPING CO.,LTD","6 Floor, SectionB, Pacific Commercial & Trade Building. No.4028, Jiabing Rd, LuoHu District...","86-755-8217 6785","www.tgshipping.net/","sales01@tgshipping.net","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
"china","shenzhen","U-ELITE INTERNATIONAL LOGISTIC CO., LTD","Room 721, Huajia building, 2216 Hubei Road, Luohu district, Shenzhen City, China","+86(0)755 6680 6930","www.u-elite.net","info@u-elite.net","Exception: net::ERR_NAME_NOT_RESOLVED at https://freighteva.com/admin/index.php?controller=accounts&action=add"
