Quick Cargo Service GmbH,info@quick-cargo-service.de,"+49 6105 91, 06105, +49 711 79, 0425, +49 911 377, +49 17 3310, 02199, 0528 9241","https://quick-cargo-service.com/contact/, https://quick-cargo-service.com/imprint/"
S & D Intl Transportation & Logistics Services GmbH,"info@sanddlogistics.com., stephenpei@ctsglobalsolutions.com.","+491724690977, +498273998649, 0977, 0491724690977, 0498273998649","https://www.sanddlogistics.com/contact_us, http://sanddlogistics.com/"
Samawat GmbH,"tf@samawat.eu., bahaalafrek@samawat.eu., info@your-german-logistics.com","+49 421 9601, +49 421, +494219601300, +49 351 2129364","https://www.samawat.eu/legal-notice/, https://www.samawat.eu/"
Samskip  GmbH,"duisburg@samskip.com., rotterdam@samskip.com.","+49 211 650, +49 421 3770, +49 421 8367, +49 421 30470, +49 40 808133747, 0457, +49 40 361416","https://www.samskip.com/contact/, https://www.samskip.com/about-us/company/#:~:text=Samskip%20is%20a%20Dutch%20company,originally%20in%20Iceland%2C%20in%201990."
SAWECO International Shipping GmbH,"general@saweco.de, info@andreas-schmid.de.","0457, +49 40 3748470, +49 40 373528, +49 40 311706, +49 421 3299736, +49 421 3299794, +49 821 49840, +49 40 80","https://shipping-data.com/business/germany/hamburg/saweco-international-shipping-gmbh, http://www.cargoyellowpages.com/en/germany/hamburg/freight-forwarders-saweco-international-shipping-gmbh-7391.html"
sbc shipping & forwarding,"Sales@sbclogistics.com, moncargo@att.net, forwarding@urgentcargoexpress.com.","+49 208 3024856, +49 208 74059917, 0955, +492083024856, +4920874059917","http://www.shippingline.org/company/de-15670/sbc_shipping_forwarding.html, https://www.nsplogistics.com/"
SBS Cargo-Logistik,null,+4946114680433,"https://sbscargo.cz/, https://www.courierstracking.com/sbs-cargo-logistik-gmbh-contact-phone-number-address-3/"
SBS Cargo-Logistik GmbH,"info@sbs-business.com., contact@expertrans-ma.com, fatiha@expertrans-ma.com",031190,"https://sbscargo.cz/, https://www.freightnet.com/profile/47558.htm"
Schenker Deutschland AG,"special.stuttgart@dbschenker.com., fairs.duesseldorf@dbschenker.com., Eugen.Baumann@dbschenker.com, internet.germany@dbschenker.com, special.dresden@dbschenker.com., special.hannover@dbschenker.com.","+49 711 18560, +49 211 436280, +49 211 4362861, +49 221 98131, +49 69 247440, +49 351 48203, 0451, +49 911 47722, +49 511 87005, 0314","https://www.dbschenker.com/ds-en/contact-us, https://en.wikipedia.org/wiki/DB_Schenker#:~:text=DB%20Schenker%20is%20a%20division,Bahn%20that%20focuses%20on%20logistics."
SHARE LOGISTICS GMBH,"Hamburg@sharelogistics.com., Bilbao@sharelogistics.com., rotterdam@sharelogistics.com","+4940334668600, +49 403 346, +49 626 953, +49 421 178, +49 421 331, +49 173 613, +49 160 9802, 033800, 033829","https://www.sharelogistics.com/contact-2/, https://www.wcainterglobal.com/directory/members/130775"
Seatrader Logistics,"national@seatrader.de., international@seatrader.de., info@seatradeinternational.ch, general@pe.seatrade.com., info@seatradeegypt.com",0544,"https://www.seatrade.com/contact/, https://eastcoastseafoodgroup.com/seatrade-about/seatrade-location#:~:text=Seatrade%20has%20a%20corporate%20headquarters,%2C%20skate%20wings%2C%20and%20dogfish."
Seatrader Speditionsges. mbH,"national@seatrader.de., international@seatrader.de., office@seatrader.de., national@seatrader.de","+49 421 82, +49 421 84","http://seatrader.de/, http://www.handyshippingguide.com/overseas-agencies/freight-agencies-worldwide/germany/bremen"
Skyper Logistics GmbH,"Ralf.Behrend@teleo-logistics.com, maureen@glanetwork.com., thorsten.otto@mgil.de., mail@mgint.de., info@yachtshipping.com., vienna@dacolog.com.","010231, 0930, 09321, 021 5060","https://rocketreach.co/sunny-email_81597392, https://www.forwarderspages.com/cameroon/14916.html"
Stromps + Co. GmbH,"info@bogap.de, support@kemper-amps.com., birmingham@guitarguitar.co.uk","+49 2151 5555, +49 2151, +49 2151 555555, 0476, 03679099, 0121 456","https://stromps.de/en/imprint/, https://stromps.de/en/contact/"
Speed Cargo Service GmbH,"mail@speedcargoservice.com., info@quick-cargo-service.de","+49 4152 8, +49 6105 91","http://www.speedcargoservice.com/Kontakt-German/kontakt-german.html, http://www.shippingline.org/company/de-12826/Speed_Cargo_Service_GmbH.html"
SSL Internationale Spedition Gmbh,"office@ssl-hamburg.com., office@ssl-hamburg.com, angelaschmidt@ssl-hamburg.com.","0537, +49 40 58972466, +4940361668230, +4940361668233","https://www.ssl-hamburg.com/data-privacy#:~:text=Contact%20Us,-If%20you%20have&text=By%20email%3A%20office%40ssl%2Dhamburg.com, https://www.ssl-hamburg.com/"
SYSTEM CARGO GMBH,"demuq@cargo-partner.com., Sven@mairon.de, info@champ.aero.","0975, +49 811 99967, 0211, 0528, +49 69 66906200, 0323 607","http://mobile.cargoyellowpages.com/country/DE/city/hamburg/company/7451, http://www.systemcargo.de/kontakt-eng.html"
t.f.s.cargo Transport & Forwarding System,info@systemcargo.de,"0629, 0711 99, 049 711","http://mobile.cargoyellowpages.com/company/7452/sendmail/29629, http://mobile.cargoyellowpages.com/country/DE/city/stuttgart_airport/company/7452"
Taklog Multicargo Spedition,hof@taklog.de,"+49 9281 1446925, +49 9281 1446931","https://taklog.de/en/contact/, https://taklog.de/"
TCA Globe Freight Logistic GmbH,"tca@tca-globe.de., z.subotic@sz-trans.de., info@sz-trans.de., tcaham@tca-globe.de.","0753850, +49 40 2263469, +49 40 50, 0629, +49 40 5075, 0100, +49 40 50753850, +49 40 504042","https://www.iata.org/en/publications/directories/cargolink/directory/tca-globe-freight-logistic-gmbh--co.-kg/8332/, https://www.tca-globe.de/index.php/de/contact"
Tan Internationale Spedition & Logistik GmbH,"technical@taninternational.com., logistics@taninternational.com., m.guler@yekas.com.tr, enquiries@taninternational.com.","01738 492800, 01738 492801, 01738 632909","https://tan-logistics.com/imprint.html, https://www.lusha.com/business/e6659f3c9b245d6d/"
Thermotraffic G.M.B.H.,sales@thermotraffic.de.,"0457, +49 40 808133747, 0401, +49 54239680","https://www.thermotraffic.de/nl/pers/detail/thermotraffic-further-expands-in-germany/, https://www.container-xchange.com/members/thermotraffic-gmbh/"
TKM Overseas Transport (Europe) GMBH,"200021Chinachirag@tkmglobal.com, apatnaik@tkmglobal.net., info@tkmgroup.com","+49 2191 969, 07171, 0549, 0812676","https://www.tkmgroup.com/en/contact, http://www.shippingline.org/company/de-13299/TKM_Overseas_Transport_Europe.html"
TLS International GmbH,"info@tls-cargo.com., dp@tlscontact.com","0210, 020490084","https://www.tlscontact.com/en/contact-us/, https://www.tlscontact.com/en/"
TPF Forwarding Network (Germany),t.manigk@kopf-luebben.com,"0880, +49 173 7344270","https://tpfnetwork.org/, https://tpfnetwork.org/new-member-germany/"
Transmode Overseas Transportges. mbH,"top.info@transmode.de., service@vatec.de.",+49 421 43861,"http://mobile.cargoyellowpages.com/country/DE/city/bremen/company/7470, https://www.trans-maker.com/networktEurope.html"
Translogistik International GmbH,"info@translogistik.net., harchila@grupotla.com.",05888376,"http://www.cargoyellowpages.com/en/germany/frankfurt-am-main-airport/freight-forwarders-translogistik-international-gmbh-7469.html, http://mobile.cargoyellowpages.com/company/7469/sendmail/82563"
Transway Airfreight GmbH,"customerservice@transway.com., ocean@transway-ocean.de., lutz@transway.de., Customerservice@transway.com.","+496142177730, +49 6107 759490","https://www.go2gln.com/member/896-transway-airfreight.html, https://www.iata.org/en/publications/directories/cargolink/directory/transway-airfreight-gmbh/8381/"
Triple F Logistics GmbH,marcel@triple-f.com.,02862999,"https://www.triple-f.com/en/contact.html, https://www.dnb.com/business-directory/company-profiles.triple_f_logistics_gmbh.ded62aec1888611b.html"
Truck & Speditionsservice GmbH,"info.whv@trucksped.de, info.bhv@trucksped.de.","+49 4421 755792, +49 471 94478, +49 471 944780","https://trucksped.com/en/, https://www.dnb.com/business-directory/company-profiles.truck-_und_speditionsservice_gmbh.5c29a0de23e6032b976b14edef4dc93f.html"
Uhlhorn Spedition,"info@uhlhorn.de., info@transglobal-ils.de.","04243, 04204, 0822","https://www.uhlhorn.de/home.html, https://www.uhlhorn.de/protection-of-data-privacy.html"
UTi Deutschland GmbH,"ber@go2uti.com., qhh@go2uti.com., info@mmcintl.com.","0211, 0476, +49 4921194820, 0472, 0664","https://www.iata.org/en/publications/directories/cargolink/directory/uti-deutschland-gmbh/8301/, http://mobile.cargoyellowpages.com/company/7482/sendmail/92035"
von Benzon Shipping & Trading,ssa.admin@ssa.org.sg,"+491714835934, 09338, 078998","https://www.tradekey.com/company/von-Benzon-Handelshaus-Shipping-and-Trading-since-1679-11224175.html, https://azfreight.com/freight-forwarder/von-benzon-handelshaus-shipping-and-trading-since-1679/"
Wagner oHG,"info@wagnergroup.com., international@wagner-living.de","0853, 0571, 09399, +49 7121 51539","https://www.wagnergroup.com/en/contact.html, https://www.dnb.com/business-directory/company-profiles.wagner_ohg.9a8642f9cf7e5d005595aa48eac325e4.html"
WM Spedition GmbH & Co. KG,"info@andreas-schmid.de., t.pansegrau@freenet.de, torsten.pansegrau@maerskline.com., Booking.Cuxhaven@dfds.com","+49 821 49840, +49 4721 7960","https://fiata.org/directory/de/, https://www.wm-group.de/"
World Freight Gmbh,sam@distinct-services.com,"06177, +49 89 906177, +49 89 907471, 0474","https://www.lusha.com/business/16c37acb24f191b2/, https://www.iata.org/en/publications/directories/cargolink/directory/world-freight-gmbh-internationale-spedition/8335/"

OCEAN TRANSIT SERVICE CI (OTS),null,null,
